Date,price
2023-08-27,31.85
2023-08-28,31.85
2023-08-29,35.35
2023-08-30,35.3
2023-08-31,35.81
2023-09-01,31.66
2023-09-02,31.66
2023-09-03,31.66
2023-09-04,32.34
2023-09-05,31.02
2023-09-06,32.86
2023-09-07,30.12
2023-09-08,32.68
2023-09-09,32.68
2023-09-10,32.68
2023-09-11,34.21
2023-09-12,37.41
2023-09-13,35.97
2023-09-14,37.47
2023-09-15,35.65
2023-09-16,35.65
2023-09-17,35.65
2023-09-18,36.5
2023-09-19,34.32
2023-09-20,37.82
2023-09-21,37.86
2023-09-22,39.18
2023-09-23,39.18
2023-09-24,39.18
2023-09-25,40.49
2023-09-26,45.03
2023-09-27,40.18
2023-09-28,39.76
2023-09-29,39.92
2023-09-30,39.92
2023-10-01,39.92
2023-10-02,37.42
2023-10-03,32.36
2023-10-04,29.65
2023-10-05,33.27
2023-10-06,28.07
2023-10-07,28.07
2023-10-08,28.07
2023-10-09,32.26
2023-10-10,38.9
2023-10-11,45.5
2023-10-12,44.71
2023-10-13,48.64
2023-10-14,48.64
2023-10-15,48.64
2023-10-16,54.56
2023-10-17,47.78
2023-10-18,45.25
2023-10-19,48.37
2023-10-20,45.3
2023-10-21,45.3
2023-10-22,45.3
2023-10-23,45.99
2023-10-24,47.93
2023-10-25,48.14
2023-10-26,48.89
2023-10-27,48.01
2023-10-28,48.01
2023-10-29,48.01
2023-10-30,47.31
2023-10-31,48.24
2023-11-01,40.39
2023-11-02,37.09
2023-11-03,40.02
2023-11-04,40.02
2023-11-05,40.02
2023-11-06,40.41
2023-11-07,41.0
2023-11-08,42.97
2023-11-09,43.65
2023-11-10,43.54
2023-11-11,43.54
2023-11-12,43.54
2023-11-13,42.77
2023-11-14,41.49
2023-11-15,43.89
2023-11-16,46.14
2023-11-17,45.2
2023-11-18,45.2
2023-11-19,45.2
2023-11-20,44.71
2023-11-21,45.74
2023-11-22,43.83
2023-11-23,44.39
2023-11-24,46.4
2023-11-25,46.4
2023-11-26,46.4
2023-11-27,46.8
2023-11-28,44.3
2023-11-29,44.22
2023-11-30,41.72
2023-12-01,41.23
2023-12-02,41.23
2023-12-03,41.23
2023-12-04,43.47
2023-12-05,39.74
2023-12-06,37.97
2023-12-07,38.86
2023-12-08,39.36
2023-12-09,39.36
2023-12-10,39.36
2023-12-11,38.22
2023-12-12,35.35
2023-12-13,34.49
2023-12-14,35.08
2023-12-15,34.12
2023-12-16,34.12
2023-12-17,34.12
2023-12-18,31.41
2023-12-19,34.34
2023-12-20,32.04
2023-12-21,32.8
2023-12-22,33.29
2023-12-23,33.29
2023-12-24,33.29
2023-12-25,33.29
2023-12-26,33.29
2023-12-27,32.67
2023-12-28,34.29
2023-12-29,31.54
2023-12-30,31.54
2023-12-31,31.54
2024-01-01,31.54
2024-01-02,29.52
2024-01-03,28.9
2024-01-04,31.67
2024-01-05,32.65
2024-01-06,32.65
2024-01-07,32.65
2024-01-08,34.47
2024-01-09,31.5
2024-01-10,31.03
2024-01-11,31.23
2024-01-12,30.95
2024-01-13,30.95
2024-01-14,30.95
2024-01-15,32.02
2024-01-16,30.3
2024-01-17,29.92
2024-01-18,28.02
2024-01-19,28.58
2024-01-20,28.58
2024-01-21,28.58
2024-01-22,28.04
2024-01-23,27.01
2024-01-24,26.82
2024-01-25,28.86
2024-01-26,27.42
2024-01-27,27.42
2024-01-28,27.42
2024-01-29,27.83
2024-01-30,28.33
2024-01-31,29.68
2024-02-01,29.61
2024-02-02,28.59
2024-02-03,28.59
2024-02-04,28.59
2024-02-05,28.75
2024-02-06,27.72
2024-02-07,28.83
2024-02-08,28.56
2024-02-09,27.57
2024-02-10,27.57
2024-02-11,27.57
2024-02-12,26.82
2024-02-13,25.68
2024-02-14,25.37
2024-02-15,24.65
2024-02-16,24.47
2024-02-17,24.47
2024-02-18,24.47
2024-02-19,24.49
2024-02-20,23.41
2024-02-21,23.76
2024-02-22,23.93
2024-02-23,23.04
2024-02-24,23.04
2024-02-25,23.04
2024-02-26,23.24
2024-02-27,24.13
2024-02-28,24.73
2024-02-29,25.41
2024-03-01,24.88
2024-03-02,24.88
2024-03-03,24.88
2024-03-04,25.75
2024-03-05,27.16
2024-03-06,27.45
2024-03-07,26.3
2024-03-08,25.67
2024-03-09,25.67
2024-03-10,25.67
2024-03-11,26.4
2024-03-12,25.03
2024-03-13,24.75
2024-03-14,24.7
2024-03-15,25.37
2024-03-16,25.37
2024-03-17,25.37
2024-03-18,27.05
2024-03-19,28.61
2024-03-20,28.66
2024-03-21,27.79
2024-03-22,26.31
2024-03-23,26.31
2024-03-24,26.31
2024-03-25,27.6
2024-03-26,28.18
2024-03-27,27.1
2024-03-28,27.6
2024-03-29,27.6
2024-03-30,27.6
2024-03-31,27.6
2024-04-01,27.6
2024-04-02,27.51
2024-04-03,26.4
2024-04-04,25.72
2024-04-05,25.87
2024-04-06,25.87
2024-04-07,25.87
2024-04-08,26.29
2024-04-09,27.67
2024-04-10,27.3
2024-04-11,27.28
2024-04-12,29.27
2024-04-13,29.27
2024-04-14,29.27
2024-04-15,30.19
2024-04-16,31.52
2024-04-17,33.89
2024-04-18,31.8
2024-04-19,32.69
2024-04-20,32.69
2024-04-21,32.69
2024-04-22,31.26
2024-04-23,29.89
2024-04-24,28.96
2024-04-25,29.99
2024-04-26,30.33
2024-04-27,30.33
2024-04-28,30.33
2024-04-29,28.82
2024-04-30,27.71
2024-05-01,28.94
2024-05-02,28.43
2024-05-03,30.75
2024-05-04,30.75
2024-05-05,30.75
2024-05-06,30.75
2024-05-07,30.13
2024-05-08,31.34
2024-05-09,30.46
2024-05-10,30.64
2024-05-11,30.64
2024-05-12,30.64
2024-05-13,29.36
2024-05-14,28.73
2024-05-15,28.98
2024-05-16,29.39
2024-05-17,30.1
2024-05-18,30.1
2024-05-19,30.1
2024-05-20,30.36
2024-05-21,32.13
2024-05-22,32.99
2024-05-23,34.49
2024-05-24,35.45
2024-05-25,35.45
2024-05-26,35.45
2024-05-27,35.45
2024-05-28,34.31
2024-05-29,33.85
2024-05-30,34.34
2024-05-31,35.05
2024-06-01,35.05
2024-06-02,35.05
2024-06-03,34.4
2024-06-04,36.06
2024-06-05,33.95
2024-06-06,33.28
2024-06-07,33.18
2024-06-08,33.18
2024-06-09,33.18
2024-06-10,32.84
2024-06-11,34.45
2024-06-12,34.3
2024-06-13,35.08
2024-06-14,35.31
2024-06-15,35.31
2024-06-16,35.31
2024-06-17,35.22
2024-06-18,34.23
2024-06-19,34.26
2024-06-20,34.99
2024-06-21,33.87
2024-06-22,33.87
2024-06-23,33.87
2024-06-24,33.78
2024-06-25,33.98
2024-06-26,34.69
